Dehradun,78.0322,30.3165
Haridwar,78.1642,29.9457
Delhi,77.2090,28.6139
GEU,77.993726,30.268468
GEHU,78.000248,30.273004
lab1,77.995848,30.267295
main_block,77.995138,30.267526
civil_block,77.995281,30.266901
main_library,77.996763,30.267608
old_mca,77.996122,30.267390
bridge,77.994505,30.267443
tunnel,77.993810,30.268104
tuk_shop,77.995058,30.268483
silver_jubliee,77.995546,30.269289
gupta,77.997139,30.269370
clock_tower,78.0422,30.3255
